FID_grid,Longitude,Latitude,Samara species richness,Woody samara species richness,Herb samara species richness,Total species,Precentage of total samara,Precentage of woody samara,Precentage of herb samara,Altitude,TOP,ARI,MAT,MDR,TS,TWarmQ,MTCQ,AP,PS,PWQ,PDQ,AMeanW,AMaxW,AMinW
0,109.0082855,18.92713356,81,47,34,2958,0.027383367,0.031564809,0.023303633,280.0641,271.2951,1.11000769,24.25,7.616666667,355.9238938,28,19.36666667,1264,85.70475198,671,41,2.141666641,2.5,1.799999952
1,109.8691483,18.88884163,63,43,20,2591,0.024314936,0.028086218,0.019029496,325.3529,261.7119,0.487464432,23.71666667,7.816666667,329.1057673,27.16666667,19.16666667,1702,79.10248466,853,64,2.116666645,2.400000095,1.700000048
2,109.9079285,19.66717529,21,13,8,1351,0.015544041,0.016393443,0.014466546,87.9154,61.8578,0.123828323,24.275,7.583333333,404.3991053,28.55,18.78333333,1176,61.88114156,505,84,2.383333335,2.799999952,1.899999976
3,110.6493607,19.71165657,7,4,3,423,0.016548463,0.017621145,0.015384615,38.0872,33.3215,0.026397545,24.0625,7.008333333,393.3834874,28.15,18.58333333,1797,64.88507059,778,115,2.683333337,3,2.099999905
4,110.2298431,20.5479126,7,3,4,683,0.010248902,0.007853403,0.013513514,42.4865,41.0229,0.287699959,23.07083333,6.408333333,459.6810076,27.98333333,16.93333333,1296,67.73599934,604,82,2.758333325,3.099999905,2.299999952
5,100.6838074,21.82125092,62,37,25,2064,0.03003876,0.032062392,0.027746948,1192.9024,359.391,1.670999634,18.87916667,12.15833333,334.1302028,22.11666667,14.15,1569,87.18326954,855,57,1.37499999,1.799999952,1
6,101.3807602,21.7250309,85,52,33,2778,0.030597552,0.032418953,0.02852204,955.3872,246.4555,1.632058777,20.72916667,11.79166667,336.4011292,23.96666667,15.96666667,1593,78.14239918,828,71,1.174999992,1.5,0.899999976
7,107.2537079,21.96641159,38,29,9,1082,0.035120148,0.037908497,0.029126214,349.5876,185.1788,0.476052567,21.725,7.8,527.1341903,27.3,14.71666667,1552,79.54414672,830,94,1.716666659,2.099999905,1.299999952
8,108.1045074,21.85604858,46,30,16,1592,0.028894472,0.027051398,0.033264033,208.354,216.497,1.35234391,22.00833333,7.15,531.0574072,27.6,14.95,2182,86.77111219,1252,125,2.12499996,2.400000095,1.899999976
9,109.2991638,21.78958511,9,7,2,387,0.023255814,0.025547445,0.018018018,37.294,28.5772,0.00404108,22.85416667,6.791666667,547.9899565,28.6,15.48333333,1647,80.92658781,894,101,2.358333329,2.700000048,2
10,110.2481308,21.62820625,21,7,14,679,0.030927835,0.016548463,0.055335968,54.5758,48.0908,0.120376994,23.12083333,6.658333333,518.4524978,28.65,16.18333333,1484,72.95683991,713,96,2.158333321,2.400000095,1.899999976
11,110.9719696,21.72831345,15,10,5,669,0.022421525,0.022573363,0.022522523,82.1177,149.0875,0.012326756,23.2125,7.258333333,496.1768609,28.46666667,16.51666667,1745,75.47255983,846,99,2.566666663,2.700000048,2.200000048
12,111.6864929,21.67065239,0,0,0,0,NA,NA,NA,62.5612,112.9666,1.610395557,21.86666667,6.866666667,481.8351912,26.98333333,15.36666667,2099,77.28346902,995,105,3.141666671,3.700000048,2.400000095
13,99.62561798,22.50013542,33,15,18,1010,0.032673267,0.026315789,0.041002278,1378.218,322.0995,0.603133667,19.425,12.75,359.9842168,22.85,14.38333333,1501,88.52119434,830,40,1.091666669,1.399999976,0.699999988
14,100.4077988,22.57188606,18,14,4,582,0.030927835,0.038461538,0.018604651,1293.1189,332.602,1.339675232,20.56666667,12.66666667,365.0425463,24.05,15.43333333,1465,88.42654996,826,52,1.175000007,1.5,0.800000012
15,101.3719559,22.60955048,1,1,0,72,0.013888889,0.019230769,0,1269.9947,268.212,1.288382996,18.09166667,11.45,373.5689868,21.71666667,12.81666667,1632,89.75299017,948,62,1.425000002,1.899999976,1.100000024
16,102.2746658,22.81500626,74,43,31,1995,0.037092732,0.039055404,0.03490991,1272.4575,404.4164,3.0329198,19.64166667,10.88333333,380.3636617,23.48333333,14.38333333,1575,90.80312769,930,64,1.574999998,2,1.200000048
17,103.0581131,22.78158379,99,71,28,2200,0.045,0.049339819,0.037184595,1208.0416,555.4275,1.130454712,17.8,9.366666667,394.9683532,21.91666667,12.43333333,1402,92.78299893,837,52,1.800000012,2.200000048,1.399999976
18,104.0242691,22.86807632,113,65,48,2754,0.041031227,0.038348083,0.045714286,1182.2966,453.1514,1.688994507,16.4875,7.241666667,448.3967653,21.25,10.35,1662,91.55761612,950,60,1.891666661,2.299999952,1.600000024
19,107.1648865,22.64979553,100,56,44,2426,0.041220115,0.036817883,0.049217002,311.4454,154.8816,0.603778198,22.4875,8.308333333,554.9902743,28.41666667,15.05,1431,76.34178587,741,96,1.533333331,1.899999976,1.299999952
20,108.1300049,22.62553596,11,7,4,533,0.020637899,0.018372703,0.026845638,156.8854,90.0165,0.244051071,21.875,7.5,570.1654465,28,14.25,1477,71.53861418,745,110,1.683333317,2,1.399999976
21,109.0945358,22.59243393,22,18,4,685,0.032116788,0.040632054,0.016528926,121.5615,79.1843,0.017026199,22.1125,7.258333333,583.8824796,28.33333333,14.28333333,1542,71.8658858,766,109,1.708333333,1.899999976,1.399999976
22,110.0582962,22.55049706,10,2,8,526,0.019011407,0.005780347,0.04519774,195.7117,148.163,0.012132576,21.76666667,7.616666667,578.5928594,27.95,13.98333333,1313,62.74657438,569,107,1.766666651,1.899999976,1.5
23,111.0210953,22.49973297,47,30,17,1785,0.026330532,0.027272727,0.024817518,314.5052,226.9667,0.573911407,22,8.516666667,517.9548945,27.55,15.03333333,1744,74.67899642,821,99,1.883333315,2.099999905,1.5
24,111.9818878,22.44107246,32,18,14,1442,0.022191401,0.020665901,0.024647887,179.9025,172.4202,0.521854546,22.025,7.4,529.0149508,27.73333333,14.98333333,1739,75.45006515,840,97,1.883333306,2.099999905,1.700000048
25,112.9431305,22.37176132,16,11,5,735,0.021768707,0.023758099,0.018656716,51.7895,96.0725,0.627554448,22.07916667,6.708333333,533.6387028,27.85,15.01666667,1380,87.41381733,784,69,2.575000028,3,2.400000095
26,114.1038818,22.55969238,0,0,0,0,NA,NA,NA,78.0569,108.0416,0.094400784,22.78333333,7.266666667,518.9645869,28.43333333,15.9,2033,78.2508735,1033,96,2.883333325,3.099999905,2.5
27,99.41333771,23.47490692,57,39,18,1458,0.03909465,0.043141593,0.032727273,1478.9295,468.5234,0.48969104,19.7875,12.39166667,393.966571,23.56666667,14.26666667,1391,90.94753664,800,43,1.158333341,1.700000048,0.899999976
28,100.3627548,23.47953796,42,34,8,1000,0.042,0.047887324,0.027972028,1506.8906,385.5976,0.612543457,19.58333333,11.93333333,389.7162915,23.38333333,14.15,1285,89.71916165,738,48,1.208333333,1.799999952,0.899999976
29,101.3363419,23.51745033,11,11,0,229,0.048034934,0.064705882,0,1482.6023,382.9396,1.409931885,16.8875,11.19166667,394.8769947,20.96666667,11.46666667,1314,91.24820416,769,51,1.691666663,2.200000048,1.299999952
30,102.3106384,23.54646683,71,49,22,1875,0.037866667,0.044585987,0.029100529,1509.4465,442.2978,2.666524658,21.4875,11.09166667,414.460904,25.7,15.83333333,1037,85.07176137,585,46,1.366666675,1.899999976,1
31,103.2854538,23.56658173,102,69,33,2593,0.039336676,0.04989154,0.027754415,1586.5494,356.465,0.405808594,19.76666667,10.71666667,416.8732821,24.01666667,14.11666667,899,86.26685111,510,39,1.700000008,2.400000095,1.299999952
32,104.2606049,23.57778931,149,114,35,3524,0.042281498,0.055420515,0.024021963,1572.3794,213.9258,0.432314575,15.60416667,8.808333333,468.8984108,20.53333333,9.166666667,1161,84.55619439,636,49,2.283333311,3,1.700000048
33,105.2360687,23.65031433,123,85,38,2518,0.048848292,0.053492763,0.041214751,1266.5743,292.2974,0.303435791,15.7375,8.791666667,504.4849984,21.08333333,8.8,1296,86.47555117,722,52,2.024999996,2.5,1.700000048
34,106.2111359,23.57348061,124,81,43,2918,0.042494859,0.044069641,0.040186916,770.5847,284.9377,1.221010254,17.32083333,8.208333333,526.1716724,22.98333333,10.11666667,1416,87.28701362,802,63,2.074999978,2.5,1.799999952
35,107.1861496,23.55796242,42,34,8,907,0.046306505,0.051437216,0.032520325,402.713,177.9998,0.427931534,22.81666667,8.516666667,579.472069,29.08333333,15,1347,75.23693255,691,98,1.608333329,2,1.299999952
36,108.1607361,23.53354263,47,24,23,1355,0.034686347,0.028268551,0.045816733,307.9382,185.3007,0.419500717,21.69583333,7.758333333,605.0148696,28.26666667,13.6,1690,69.38846332,834,137,1.658333331,1.899999976,1.399999976
37,109.1347122,23.50022125,2,1,1,170,0.011764706,0.007633588,0.025641026,163.0491,104.0169,0.403923935,21.1625,7.575,624.6239778,27.96666667,12.85,1471,65.95832878,698,123,1.774999976,2,1.5
38,110.1078949,23.45800781,27,13,14,1077,0.025069638,0.019548872,0.034146341,185.0725,193.3722,0.025698496,22.06666667,7.633333333,611.6235225,28.71666667,13.96666667,1645,63.05281664,752,152,1.766666641,2.099999905,1.399999976
39,111.080101,23.40690994,25,9,16,896,0.027901786,0.015332198,0.052117264,170.5909,127.0433,0.317102365,22.2125,8.625,609.2623148,28.81666667,14.23333333,1407,65.60174811,638,119,1.824999988,2,1.600000024
40,112.0511322,23.34693527,57,38,19,1982,0.028758829,0.032618026,0.023341523,200.456,159.2565,0.499749687,21.82083333,8.125,598.0516029,28.38333333,13.96666667,1555,66.47533963,698,112,1.808333317,2,1.600000024
41,113.0208206,23.27809906,6,4,2,349,0.017191977,0.015503876,0.022727273,60.0268,107.4947,0.013446908,22.28333333,8.066666667,589.6005325,28.71666667,14.53333333,1747,66.85790656,803,121,1.708333343,1.899999976,1.600000024
42,113.9893036,23.20080757,42,26,16,1367,0.030724214,0.032622334,0.028268551,103.2038,149.7755,0.024052207,22.40833333,8.166666667,565.0616754,28.55,14.88333333,1825,67.26538141,827,119,1.883333306,2,1.799999952
43,114.9409332,23.15792847,21,11,10,866,0.024249423,0.022044088,0.02739726,180.0009,188.0894,0.959971092,21.01666667,7.2,532.9520417,26.78333333,13.96666667,2019,72.63465962,965,108,2.333333333,2.599999905,2.099999905
44,115.8956604,23.14907837,5,2,3,292,0.017123288,0.011560694,0.025641026,135.8813,179.8018,0.721005043,21.07916667,6.258333333,534.749127,26.96666667,14.25,1635,69.31736469,775,101,2.233333329,2.5,2
45,120.6969223,22.55997467,20,14,6,662,0.03021148,0.03373494,0.024390244,454.45,552.6631,3.715551636,21.275,7.733333333,293.8421035,24.31666667,17.3,3449,103.078278,2106,97,2.858333329,3.299999952,2.5
46,98.34293365,24.42358971,36,25,11,845,0.04260355,0.048638132,0.033639144,1422.1991,417.4651,2.081917603,18.61666667,11.86666667,427.3987564,22.81666667,12.61666667,1579,94.36016719,953,53,1.091666669,1.600000024,0.899999976
47,99.33451843,24.33724976,68,49,19,1592,0.042713568,0.053435115,0.028400598,1585.5619,449.5032,0.814544861,20.39583333,11.925,426.7501842,24.6,14.43333333,1265,89.53111472,736,54,1.11666667,1.5,0.800000012
48,100.3168106,24.38437271,116,87,29,3175,0.036535433,0.051601423,0.01962111,1801.0713,422.1298,1.62830127,14.64583333,11.14166667,410.3516138,19.01666667,9.1,1120,90.13016252,637,46,1.625,2.400000095,1.299999952
49,101.3000336,24.42254639,36,22,14,1020,0.035294118,0.037606838,0.032482599,1673.3028,460.767,1.526694946,18.68333333,11.33333333,421.5088338,23.05,12.96666667,965,88.59050768,549,42,1.716666639,2.200000048,1.299999952
50,102.2839737,24.45176315,87,53,34,2024,0.04298419,0.052371542,0.033830846,1847.8213,278.1957,1.850210815,18.12916667,10.85833333,434.8743723,22.78333333,12.31666667,933,88.10758783,531,40,1.849999974,2.700000048,1.299999952
51,103.2684479,24.47201538,54,35,19,1579,0.03419886,0.042579075,0.025503356,1802.4492,259.0011,0.63176001,15.19166667,10.41666667,453.9464993,20,9.033333333,1028,88.05771107,589,47,2.191666653,3,1.700000048
52,104.2532654,24.48330116,24,15,9,832,0.028846154,0.033632287,0.023560209,1540.5277,360.5661,0.965106628,18.77916667,10.34166667,508.6812644,24.05,11.76666667,1004,81.34251614,542,49,1.800000012,2.5,1.399999976
53,105.2382355,24.48561668,75,59,16,1801,0.041643531,0.055818354,0.021680217,1056.3321,269.9068,2.173392517,18.2375,9.608333333,545.2777649,24.01666667,10.73333333,1264,85.85948888,705,57,1.966666669,2.5,1.600000024
54,106.2231522,24.47896194,91,58,33,2302,0.039530843,0.041163946,0.037037037,802.215,294.7946,1.073499207,18.19583333,8.875,567.8566494,24.38333333,10.43333333,1229,87.16675663,696,49,1.833333333,2.299999952,1.5
55,107.2078247,24.46333885,42,25,17,1120,0.0375,0.035868006,0.04009434,656.3354,210.293,0.418362854,18.64583333,8.391666667,594.827929,25.2,10.6,1360,76.97448134,706,85,1.758333335,2.200000048,1.5
56,108.19207,24.43874931,37,20,17,892,0.041479821,0.034904014,0.053459119,414.1679,186.5924,0.5931698,20.59166667,7.766666667,639.1465664,27.66666667,12.1,1531,70.8222046,750,121,1.683333327,2.099999905,1.399999976
57,109.1756897,24.40519714,11,8,3,406,0.027093596,0.033613445,0.017751479,246.3523,130.7467,0.696882248,20.73333333,8.033333333,682.3699787,28.33333333,11.76666667,1447,66.42464647,681,126,1.724999994,1.899999976,1.5
58,110.1584854,24.36269379,107,76,31,2510,0.042629482,0.050131926,0.031155779,360.069,264.8841,1.331740173,17.4625,8.025,666.8450992,24.85,8.733333333,1568,67.33138841,754,135,1.974999974,2.200000048,1.700000048
59,111.1402664,24.31124687,31,14,17,1061,0.029217719,0.022292994,0.039534884,355.1351,235.5496,0.944837036,18.8875,8.308333333,671.7417151,26.35,10.15,1521,65.92643998,707,132,1.99999998,2.299999952,1.700000048
60,112.1208496,24.25086212,65,42,23,1985,0.032745592,0.035029191,0.029299363,407.7222,281.4962,1.079829666,19.2125,8.341666667,666.5519314,26.68333333,10.51666667,1545,64.10569341,727,127,1.87499999,2,1.700000048
61,113.1000443,24.1815567,45,28,17,1440,0.03125,0.033452808,0.028380634,283.6374,227.5458,0.344897129,21.17083333,8.591666667,663.6142716,28.58333333,12.51666667,1726,67.4836765,833,116,1.700000008,1.799999952,1.600000024
62,114.0776672,24.10334587,47,31,16,1800,0.026111111,0.029865125,0.021080369,344.3374,211.1162,0.782078247,18.05416667,8.341666667,600.7323498,24.73333333,10.15,2001,68.79588741,948,128,2.024999976,2.200000048,1.799999952
63,115.0535202,24.01623917,23,12,11,849,0.027090695,0.022429907,0.03525641,287.7088,181.797,0.929470734,20.41666667,8.4,597.8572851,27.01666667,12.48333333,1806,64.48855779,815,123,1.916666647,2.099999905,1.700000048
64,116.0274353,23.92025948,19,12,7,641,0.029641186,0.026258206,0.038461538,268.5235,205.3168,0.968163437,20.60416667,8.041666667,573.8049175,26.96666667,13.06666667,1633,61.43628428,689,116,1.949999958,2.200000048,1.799999952
65,116.7564774,23.84246445,33,23,10,1043,0.031639501,0.039249147,0.022172949,228.4621,239.031,1.458577789,19.425,6.7,547.1226387,25.58333333,12.4,1631,66.28943395,729,105,2.641666671,3,2.299999952
66,120.861557,23.30796814,25,13,12,828,0.030193237,0.029478458,0.031496063,1104.5304,912.9485,3.432851074,14.98333333,8,295.6835942,18,11,2871,83.0597741,1496,142,3.149999996,3.400000095,2.400000095
67,98.5345459,25.1975956,109,75,34,2589,0.042101197,0.05387931,0.028595458,1886.6963,452.9072,0.715241089,14.52916667,11.25833333,449.1378526,19.23333333,8.416666667,1427,81.02882576,771,71,1.399999996,2,1
68,99.27787018,25.2390976,7,6,1,299,0.023411371,0.034285714,0.008264463,1893.2495,484.2141,0.634332275,14.175,11.25,457.6247967,19.15,8.066666667,1082,79.90508709,566,61,1.733333319,2.200000048,1.200000048
69,100.2699585,25.28655815,113,78,35,3284,0.034409257,0.058426966,0.018031942,2024.162,346.0357,0.751542114,17.04166667,11.28333333,441.9370242,21.8,11.11666667,976,84.40054302,528,52,1.533333341,2.200000048,1.200000048
70,101.2629852,25.32500458,30,23,7,731,0.041039672,0.060052219,0.020289855,2049.7745,243.5193,0.401814697,14.68333333,11.35,432.7309333,19.36666667,8.933333333,977,97.00057096,583,33,1.983333359,2.900000095,1.5
71,102.2567673,25.35443115,50,31,19,1274,0.039246468,0.053633218,0.027536232,1988.1718,295.5135,0.196220581,16.75833333,11.33333333,449.6303195,21.45,10.68333333,888,95.9814102,531,29,1.866666655,2.599999905,1.299999952
72,103.2511063,25.37483025,52,35,17,1541,0.033744322,0.049786629,0.020359281,2081.3106,219.5482,0.537882202,14.42916667,10.54166667,467.9425875,19.41666667,8.1,974,91.23372624,569,39,2.174999972,3.099999905,1.700000048
73,104.2457886,25.38619614,22,14,8,558,0.039426523,0.0562249,0.026143791,1927.7517,242.027,0.816793213,14.19166667,9.833333333,503.4735406,19.56666667,7.333333333,1111,86.34044236,619,48,2.24999999,2.900000095,1.700000048
74,105.2406235,25.38852882,139,92,47,3045,0.045648604,0.055288462,0.034156977,1353.2731,256.0846,0.492866821,16.14166667,8.45,578.1350634,22.45,8.233333333,1318,80.24248115,690,66,1.774999996,2.200000048,1.399999976
75,106.235405,25.3818264,84,64,20,1759,0.047754406,0.059981256,0.029112082,872.3799,258.5077,0.994193848,16.54166667,8.566666667,609.4066911,23.33333333,8.283333333,1322,80.65244232,691,61,1.683333327,2,1.299999952
76,107.2299423,25.36609077,90,58,32,1885,0.047745358,0.04957265,0.044755245,827.4534,198.6105,1.310774414,18.54166667,8.566666667,637.8224081,25.66666667,9.966666667,1313,72.28511047,646,87,1.558333308,2,1.299999952
77,108.2240372,25.34132385,70,61,9,1640,0.042682927,0.053043478,0.018442623,706.5246,243.7844,1.05267041,18.45833333,8.083333333,674.8563259,26.08333333,9.516666667,1382,66.78303491,661,113,1.675000012,2,1.399999976
78,109.2174835,25.30753326,75,52,23,2149,0.034899953,0.039423806,0.02774427,452.2332,281.6357,1.326219818,18.1,8.333333333,715.0715158,26.2,8.75,1535,65.72395609,736,141,1.716666669,2,1.5
79,110.210083,25.26472473,109,81,28,3033,0.035938015,0.047313084,0.02118003,430.174,282.417,0.257467484,19.30833333,8.8,754.2691626,27.75,9.633333333,1790,71.32247928,916,166,1.774999986,2,1.600000024
80,111.2016373,25.2129097,66,42,24,1486,0.044414536,0.044633369,0.044036697,516.647,333.0316,1.365870026,16.85,7.9,740.8165029,25.35,7.283333333,1577,59.52718122,721,166,1.974999964,2.099999905,1.799999952
81,112.1919632,25.15209579,55,44,11,1615,0.034055728,0.047109208,0.016176471,549.32,299.7479,1.225879944,16.0625,7.791666667,726.2172383,24.5,6.683333333,1512,59.79304191,703,149,2.10833329,2.299999952,1.899999976
82,113.1808472,25.08230019,128,90,38,3384,0.037825059,0.049342105,0.024374599,529.156,344.8775,1.925747498,16.60416667,8.041666667,713.9278622,24.88333333,7.4,1559,62.10005916,738,131,2.266666651,2.400000095,2.099999905
83,114.1681137,25.00353432,69,49,20,1810,0.038121547,0.048659384,0.0249066,407.4935,225.9056,0.136140747,20.3625,8.591666667,722.9740502,28.63333333,11.03333333,1605,62.92509616,752,135,1.824999968,2.099999905,1.600000024
84,115.1535645,24.91581726,51,31,20,1178,0.043293718,0.044733045,0.041152263,389.8486,168.0185,0.875462219,19.23333333,8.55,674.817596,26.83333333,10.36666667,1692,62.37616968,778,134,1.949999968,2.200000048,1.799999952
85,116.1370163,24.81916809,58,38,20,1756,0.033029613,0.036714976,0.027700831,393.5317,190.1229,0.831838531,19.25,8.766666667,620.1612693,26.21666667,11.06666667,1696,60.79692809,761,133,1.991666655,2.299999952,1.700000048
86,117.1182709,24.71360588,42,30,12,1303,0.032233308,0.037878788,0.023668639,508.588,283.554,1.767970551,19.28333333,7.816666667,570.069108,25.78333333,11.93333333,1691,63.16438795,751,123,2.116666635,2.5,1.799999952
87,117.8075027,24.30948067,8,4,4,176,0.045454545,0.034188034,0.070175439,211.2839,258.2244,1.342107536,19.93333333,5.9,565.0636864,26.5,12.95,1392,63.67437906,609,97,3.191666623,3.799999952,2.799999952
88,121.0177689,24.20267868,40,23,17,1083,0.036934441,0.043977055,0.03074141,1166.468,923.0654,2.8826651,15.7125,7.275,355.3815171,19.56666667,11.05,2564,67.9767136,1190,156,2.866666675,3.200000048,2.099999905
89,99.22007751,26.13844872,72,55,17,1996,0.036072144,0.055055055,0.017085427,2527.4507,571.4281,2.154425537,10.99583333,10.90833333,456.4410663,16.11666667,5.033333333,1166,90.43073544,669,49,2.033333341,2.5,1.600000024
90,100.2221527,26.18626022,69,40,29,2652,0.0260181,0.043243243,0.016929364,2290.4661,519.6792,1.516769531,14.75,11.28333333,451.4169611,19.75,8.8,1008,93.28765779,584,38,1.800000002,2.5,1.299999952
91,101.2251968,26.22499466,37,27,10,986,0.037525355,0.060674157,0.018656716,2019.3274,473.0911,1.776426636,15.6875,11.94166667,458.9321845,20.65,9.6,949,101.6800339,581,24,1.900000006,2.700000048,1.399999976
92,102.2290192,26.25464058,84,54,30,2272,0.036971831,0.054766734,0.023510972,1898.9956,466.1379,2.20404126,15.91666667,12.2,491.1365915,21.15,9.333333333,979,104.0855877,612,23,1.699999988,2.200000048,1.299999952
93,103.2334061,26.27519035,17,9,8,709,0.023977433,0.040723982,0.016528926,2254.1096,520.0532,1.888735107,7.733333333,10.51666667,474.9848482,13.11666667,1.45,1109,98.13136789,673,36,3.049999992,3.900000095,2.299999952
94,104.2381516,26.28664207,3,2,1,87,0.034482759,0.058823529,0.02,2048.6263,229.992,0.96886853,13.27916667,9.758333333,531.5819373,19.13333333,6.083333333,1012,87.67028137,564,39,2.291666637,3.200000048,1.799999952
95,105.2430573,26.28899193,26,17,9,547,0.047531993,0.05704698,0.036437247,1532.242,335.1923,1.286727539,14.625,8.433333333,611.5200881,21.48333333,6.35,1231,82.05480788,646,57,1.891666661,2.400000095,1.5
96,106.2479095,26.28223991,41,28,13,1030,0.039805825,0.057377049,0.024118738,1286.8267,132.8736,0.125305664,15.87083333,8.125,659.5262016,23.41666667,7.05,1272,77.47032037,659,64,1.766666651,2.099999905,1.5
97,107.2525101,26.26638603,40,32,8,802,0.049875312,0.061657033,0.028268551,1120.2196,202.0311,0.748435181,14.79583333,7.791666667,688.8213198,22.75,5.7,1278,68.33849004,620,81,1.824999998,2.200000048,1.399999976
98,108.2566452,26.2414341,94,70,24,2064,0.045542636,0.056089744,0.029339853,829.7091,261.4061,1.83268396,13.99583333,7.875,710.8652165,22.25,4.7,1325,62.36390574,608,105,1.799999972,2.099999905,1.5
99,109.2601166,26.20739174,68,58,10,1356,0.050147493,0.058883249,0.02688172,599.2854,200.79,0.416185547,16.375,8.366666667,751.0946557,25.1,6.583333333,1351,58.14470078,598,138,1.74999999,2.099999905,1.600000024
100,110.2627182,26.16426659,108,82,26,2352,0.045918367,0.058865757,0.027139875,796.8446,354.4237,1.229133179,14.56666667,7.75,761.8557885,23.5,4.75,1547,54.48816395,680,177,2.024999956,2.299999952,1.799999952
101,111.2642441,26.11206627,70,51,19,1562,0.044814341,0.056167401,0.029185868,409.9976,325.0825,0.491421066,17.9125,7.475,824.3788984,27.58333333,7.366666667,1428,50.61713501,632,196,1.87499997,2.099999905,1.700000048
102,112.2644958,26.05080414,20,15,5,523,0.038240918,0.041208791,0.03164557,344.5541,238.5475,0.97614267,16.0875,7.391666667,809.2143356,25.71666667,5.766666667,1511,48.50737803,649,197,2.041666637,2.200000048,1.799999952
103,113.2632751,25.98049355,28,23,5,475,0.058947368,0.058524173,0.06097561,460.6927,319.9641,1.304965851,17.05833333,7.933333333,811.2275584,26.73333333,6.7,1540,47.45789338,646,186,2.050000002,2.200000048,1.799999952
104,114.2603836,25.90115166,70,47,23,1775,0.03943662,0.050976139,0.026869159,578.6982,364.9036,0.782012192,17.9875,8.175,782.4005165,27.15,7.966666667,1553,55.15556154,685,149,1.974999964,2.099999905,1.799999952
105,115.2556152,25.81279373,11,10,1,258,0.042635659,0.048780488,0.019230769,278.2456,143.8586,1.356212952,18.95,8.45,756.5201433,27.65,9.133333333,1568,60.22520541,723,140,2.033333341,2.200000048,1.899999976
106,116.2487869,25.71544075,38,26,12,855,0.044444444,0.051383399,0.034285714,460.8014,187.8717,0.666699371,18.26666667,9.3,682.1767744,26.03333333,9.316666667,1735,62.86824414,821,151,2.158333341,2.5,1.899999976
107,117.2397003,25.60911369,49,37,12,1416,0.03460452,0.048114434,0.018489985,666.292,289.8444,1.569506653,16.32916667,8.358333333,597.5269425,23.23333333,8.566666667,1798,60.11784211,802,146,2.483333309,2.799999952,2.299999952
108,118.2281647,25.49383736,35,23,12,897,0.039018952,0.039383562,0.038461538,577.7985,300.2431,0.558734253,18.32916667,7.475,599.9714324,25.31666667,10.73333333,1531,58.57186746,648,123,2.058333308,2.599999905,1.799999952
109,119.0536041,25.48430634,8,3,5,272,0.029411765,0.020134228,0.040650407,211.0856,232.1438,0.008996249,20.75416667,6.291666667,642.2137082,28.35,12.9,1232,56.63734081,494,97,2.75,3.200000048,2.599999905
110,121.2541733,24.87836266,21,13,8,812,0.025862069,0.032418953,0.019559902,370.6982,427.6985,0.353949806,21.225,6.283333333,490.7623939,26.86666667,15.08333333,2178,41.17914928,784,248,2.866666675,3.5,2.5
111,99.20188904,27.03807259,152,108,44,4114,0.03694701,0.063380282,0.01836394,2836.1373,582.7698,2.76121875,12.575,10.91666667,479.0876746,17.93333333,6.316666667,1154,88.07328579,659,45,1.74999998,2.299999952,1.5
112,100.1733704,27.08365059,0,0,0,0,NA,NA,NA,2831.5289,625.6853,3.786191162,0.4625,11.39166667,490.8578993,6.2,-5.716666667,962,103.5689098,601,24,4.141666651,5.099999905,3.5
113,101.1866379,27.12268257,61,50,11,1490,0.040939597,0.071022727,0.014084507,2557.8928,519.7374,1.158395508,10.64166667,12.16666667,477.5545344,16.01666667,4.416666667,1000,108.5300126,640,15,2.299999992,2.900000095,1.799999952
114,102.2006989,27.15255737,88,60,28,2091,0.042085127,0.06514658,0.024054983,2202.2734,612.7454,2.925472046,15.25,11.98333333,502.5977969,20.73333333,8.516666667,1045,104.3437247,648,19,1.699999988,2.400000095,1.299999952
115,103.2153473,27.17326736,42,26,16,1204,0.034883721,0.057268722,0.021563342,2128.2562,601.8553,3.313100647,16.47916667,11.075,569.4473331,22.71666667,8.75,807,90.96882221,457,24,1.608333319,2.299999952,1.100000024
116,104.2303619,27.18480682,68,47,21,1472,0.046195652,0.068017366,0.026957638,2060.0732,296.2024,0.475207397,11.95,9.4,584.5744373,18.63333333,4.15,872,86.76242304,478,30,1.941666683,2.400000095,1.5
117,105.2455444,27.18717575,68,53,15,1236,0.055016181,0.07957958,0.026269702,1647.9545,236.49,0.566563477,12.775,7.983333333,651.3360395,20.31666667,4.116666667,1002,77.49176901,512,51,1.716666669,2.200000048,1.299999952
118,106.2606659,27.18037033,38,25,13,613,0.061990212,0.068681319,0.052208835,1236.241,221.5759,0.729567078,15.2875,7.758333333,708.9304524,23.53333333,5.95,1113,69.91725006,533,65,1.774999996,2.200000048,1.5
119,107.2755356,27.16439438,37,26,11,616,0.060064935,0.071823204,0.044,1029.7255,188.7075,0.652427856,14.925,7.783333333,736.6154171,23.55,5.316666667,1173,65.20394115,546,75,1.808333337,2.299999952,1.5
120,108.2899246,27.1392498,62,46,16,1105,0.056108597,0.066860465,0.038369305,821.1584,176.1329,0.572552124,14.55416667,8.041666667,766.8544319,23.65,4.7,1217,59.14761662,531,90,1.816666663,2.299999952,1.399999976
121,109.303627,27.10494423,41,27,14,942,0.043524416,0.053465347,0.031890661,520.0866,174.1655,0.496179657,16.0875,8.175,798.365162,25.51666667,5.783333333,1230,55.79771402,521,115,1.591666669,1.799999952,1.399999976
